cliente_id,sku,fecha,unidades_inventario,kilos_inventario,sell_in_unidades,sell_in_kilos,sell_in_valor,sell_out_unidades,sell_out_kilos,sell_out_valor,cum_si_u,cum_so_u,cum_si_k,cum_so_k,inv_unidades_cierre,inv_kilos_cierre,inv_negativa_flag,inv_kilos_cierre_clip,avg_diario_30d_kilos,sell_out_kilos_30d,doh_30d,mes,cliente,canal,regional,zona,ciudad,formato_cliente,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,anio_mes
C016,900104,2025-09-30,54,4.32,0.0,0.0,0.0,3.0,0.24,28500.0,1056.0,1069.0,84.48,84.378,41.0,4.422000000000011,False,4.422000000000011,0.2693333333333333,8.08,16.41831683168321,2025-09-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-09
C003,900103,2025-09-30,54,4.32,0.0,0.0,0.0,5.0,0.4,54560.0,977.0,981.0,67.76,77.581,50.0,-5.500999999999991,True,0.0,0.3386666666666666,10.159999999999998,0.0,2025-09-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-09
C016,130101,2025-09-30,125,18.75,0.0,0.0,0.0,7.0,1.05,40080.0,1946.0,1969.0,291.9,290.25,102.0,20.399999999999977,False,20.399999999999977,1.135,34.05,17.973568281938306,2025-09-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-09
C016,900102,2025-10-31,72,5.76,0.0,0.0,0.0,7.0,0.56,69810.0,1191.0,1212.0,95.28,94.781,51.0,6.259,False,6.259,0.35200000000000004,10.56,17.78125,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C002,300102,2025-10-31,97,22.31,0.0,0.0,0.0,7.0,1.61,66860.0,1540.0,1577.0,354.2,357.65,60.0,18.860000000000014,False,18.860000000000014,1.1576666666666666,34.73,16.291390728476834,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-10
C004,120104,2025-10-31,177,35.4,117.0,23.4,688740.0,12.0,2.4,88590.0,4377.0,4350.0,875.4,853.888,204.0,56.91199999999992,False,56.91199999999992,3.2600000000000002,97.80000000000001,17.457668711656417,2025-10-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C015,300102,2025-10-31,18,4.14,0.0,0.0,0.0,0.0,0.0,0.0,412.0,413.0,94.76,93.38,17.0,5.52000000000001,False,5.52000000000001,0.3143333333333333,9.43,17.56097560975613,2025-10-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-10
C005,110113,2025-10-31,105,26.25,90.0,0.0,1008590.0,15.0,3.75,217090.0,2544.0,2533.0,548.5,623.89,116.0,-49.139999999999986,True,0.0,2.2916666666666665,68.75,0.0,2025-10-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-10
C014,110106,2025-10-31,51,6.375,0.0,0.0,0.0,2.0,0.25,25940.0,1084.0,1071.0,135.5,132.53,64.0,9.344999999999999,False,9.344999999999999,0.45,13.5,20.766666666666662,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-10
C012,110114,2025-10-31,20,5.0,0.0,0.0,0.0,2.0,0.5,53060.0,297.0,308.0,74.25,75.06,9.0,4.189999999999998,False,4.189999999999998,0.25833333333333336,7.75,16.219354838709666,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C012,110109,2025-10-31,14,2.1,0.0,0.0,0.0,0.0,0.0,0.0,334.0,328.0,47.504999999999995,47.55,20.0,2.0549999999999997,False,2.0549999999999997,0.16000000000000003,4.800000000000001,12.843749999999996,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-10
C014,130103,2025-10-31,91,26.208,0.0,0.0,0.0,9.0,2.592,73830.0,2236.0,2206.0,643.968,621.942,121.0,48.233999999999924,False,48.233999999999924,2.0928,62.784,23.04759174311923,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-10
C016,110101,2025-10-31,52,7.8,0.0,0.0,0.0,3.0,0.45,44050.0,994.0,988.0,149.1,146.34,58.0,10.560000000000002,False,10.560000000000002,0.6349999999999999,19.049999999999997,16.629921259842526,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C006,120101,2025-10-31,133,33.25,113.0,28.25,817650.0,17.0,4.25,154110.0,3530.0,3504.0,882.5,865.59,159.0,50.15999999999997,False,50.15999999999997,2.9833333333333334,89.5,16.81340782122904,2025-10-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C002,190101,2025-10-31,18,7.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,2.0,8.4,2.0,0.7999999999999989,False,0.7999999999999989,0.16000000000000003,4.800000000000001,4.999999999999992,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-10
C017,900103,2025-10-31,3,0.24,3.0,0.24,25540.0,1.0,0.08,11800.0,148.0,146.0,11.44,11.44,5.0,0.2400000000000002,False,0.2400000000000002,0.02666666666666667,0.8,9.000000000000007,2025-10-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C004,110113,2025-10-31,145,36.25,95.0,23.75,1096290.0,11.0,2.75,154770.0,3053.0,3058.0,763.25,756.24,140.0,43.25999999999999,False,43.25999999999999,2.783333333333333,83.5,15.542514970059878,2025-10-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-10
C005,120103,2025-10-31,132,26.4,89.0,17.8,653730.0,13.0,2.6,119300.0,3378.0,3360.0,675.6,664.256,150.0,37.74400000000003,False,37.74400000000003,2.3,69.0,16.41043478260871,2025-10-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C016,120103,2025-10-31,73,14.6,0.0,0.0,0.0,3.0,0.6,30070.0,1222.0,1225.0,244.4,243.216,70.0,15.783999999999992,False,15.783999999999992,0.8466666666666666,25.4,18.642519685039364,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C004,120103,2025-10-31,174,34.8,0.0,0.0,0.0,20.0,4.0,184650.0,4598.0,4621.0,919.6,906.944,151.0,47.45600000000002,False,47.45600000000002,3.033333333333333,91.0,15.644835164835172,2025-10-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C012,110102,2025-10-31,21,3.15,0.0,0.0,0.0,1.0,0.15,16310.0,388.0,397.0,52.35,58.949999999999996,12.0,-3.4499999999999957,True,0.0,0.20500000000000002,6.15,0.0,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C012,900102,2025-10-31,24,1.92,0.0,0.0,0.0,0.0,0.0,0.0,385.0,386.0,30.8,30.080000000000002,23.0,2.639999999999997,False,2.639999999999997,0.09866666666666667,2.96,26.756756756756726,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C014,110115,2025-10-31,41,10.25,0.0,0.0,0.0,1.0,0.25,25580.0,956.0,944.0,239.0,231.51,53.0,17.74000000000001,False,17.74000000000001,0.725,21.75,24.468965517241394,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-10
C002,120104,2025-10-31,82,16.4,0.0,0.0,0.0,9.0,1.8,72650.0,1764.0,1754.0,352.8,347.904,92.0,21.295999999999992,False,21.295999999999992,1.146666666666667,34.400000000000006,18.572093023255803,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C016,900104,2025-10-31,54,4.32,0.0,0.0,0.0,6.0,0.48,56610.0,1231.0,1219.0,98.48,96.378,66.0,6.422000000000011,False,6.422000000000011,0.3813333333333333,11.44,16.840909090909122,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C016,130103,2025-10-31,88,25.344,0.0,0.0,0.0,4.0,1.152,33150.0,1658.0,1666.0,477.504,472.827,80.0,30.021000000000015,False,30.021000000000015,1.9103999999999999,57.312,15.714510050251265,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-10
C002,110110,2025-10-31,31,11.16,0.0,0.0,0.0,0.0,0.0,0.0,579.0,591.0,200.16,209.491,19.0,1.8289999999999793,False,1.8289999999999793,0.8039999999999999,24.119999999999997,2.2748756218905215,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-10
C013,110107,2025-10-31,12,1.5,0.0,0.0,0.0,0.0,0.0,0.0,212.0,216.0,24.875,26.635,8.0,-0.26000000000000156,True,0.0,0.09166666666666666,2.75,0.0,2025-10-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-10
C014,110103,2025-10-31,64,9.6,0.0,0.0,0.0,6.0,0.9,88090.0,1460.0,1478.0,219.0,219.0,46.0,9.599999999999994,False,9.599999999999994,0.8,24.0,11.999999999999993,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C018,300102,2025-10-31,96,22.08,81.0,18.63,550180.0,9.0,2.07,76710.0,2427.0,2415.0,558.21,549.912,108.0,30.378000000000043,False,30.378000000000043,1.978,59.339999999999996,15.357937310414583,2025-10-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-10
C012,900103,2025-10-31,29,2.32,0.0,0.0,0.0,2.0,0.16,23720.0,523.0,547.0,40.544000000000004,42.64,5.0,0.22400000000000375,False,0.22400000000000375,0.12266666666666666,3.6799999999999997,1.8260869565217699,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C001,110113,2025-10-31,116,29.0,0.0,0.0,0.0,10.0,2.5,156690.0,1971.0,1979.0,475.0,483.5,108.0,20.5,False,20.5,1.8416666666666666,55.25,11.131221719457015,2025-10-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-10
C013,190101,2025-10-31,4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.2000000000000002,2.4000000000000004,1.0,0.3999999999999999,False,0.3999999999999999,0.02666666666666667,0.8,14.999999999999996,2025-10-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-10
C002,900104,2025-10-31,92,7.36,0.0,0.0,0.0,9.0,0.72,83510.0,1457.0,1504.0,116.56,119.319,45.0,4.600999999999999,False,4.600999999999999,0.4906666666666667,14.72,9.377038043478258,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C004,130104,2025-10-31,245,36.75,0.0,0.0,0.0,13.0,1.95,71450.0,5177.0,5226.0,749.1,774.126,196.0,11.724000000000046,False,11.724000000000046,2.87,86.10000000000001,4.085017421602804,2025-10-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-10
C001,110107,2025-10-31,61,7.625,0.0,0.0,0.0,6.0,0.75,76430.0,1480.0,1503.0,185.0,184.575,38.0,8.050000000000011,False,8.050000000000011,0.625,18.75,12.880000000000019,2025-10-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-10
C001,300102,2025-10-31,84,19.32,0.0,0.0,0.0,7.0,1.61,67250.0,1983.0,1963.0,440.91,437.846,104.0,22.384000000000015,False,22.384000000000015,1.6406666666666667,49.22,13.643234457537595,2025-10-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-10
C012,110105,2025-10-31,18,2.7,0.0,0.0,0.0,3.0,0.45,47110.0,319.0,319.0,45.45,46.961999999999996,18.0,1.1880000000000095,False,1.1880000000000095,0.125,3.75,9.504000000000076,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C013,900103,2025-10-31,18,1.44,0.0,0.0,0.0,1.0,0.08,12020.0,418.0,435.0,33.44,34.48,1.0,0.3999999999999986,False,0.3999999999999986,0.112,3.36,3.5714285714285587,2025-10-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C005,120104,2025-10-31,145,29.0,0.0,0.0,0.0,8.0,1.6,57610.0,3301.0,3374.0,660.2,665.6,72.0,23.600000000000023,False,23.600000000000023,2.3066666666666666,69.2,10.23121387283238,2025-10-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C002,110103,2025-10-31,59,8.85,0.0,0.0,0.0,5.0,0.75,72650.0,1333.0,1330.0,199.95,197.316,62.0,11.48399999999998,False,11.48399999999998,0.69,20.7,16.64347826086954,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C001,300101,2025-10-31,170,39.1,0.0,0.0,0.0,15.0,3.45,132080.0,2610.0,2665.0,557.9110000000001,607.89,115.0,-10.878999999999905,True,0.0,1.9856666666666667,59.57,0.0,2025-10-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-10
C018,110113,2025-10-31,114,28.5,0.0,0.0,0.0,7.0,1.75,100030.0,2309.0,2340.0,577.25,577.49,83.0,28.25999999999999,False,28.25999999999999,2.0416666666666665,61.25,13.841632653061222,2025-10-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-10
C016,900101,2025-10-31,52,4.16,0.0,0.0,0.0,6.0,0.48,61330.0,1040.0,1054.0,76.16,83.92,38.0,-3.6000000000000085,True,0.0,0.2853333333333333,8.56,0.0,2025-10-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C017,190101,2025-10-31,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,False,0.0,0.0,0.0,,2025-10-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-10
C006,120103,2025-10-31,114,22.8,0.0,0.0,0.0,7.0,1.4,63170.0,2435.0,2458.0,487.0,483.52,91.0,26.28000000000003,False,26.28000000000003,1.5933333333333333,47.8,16.493723849372405,2025-10-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C014,110114,2025-10-31,74,18.5,0.0,0.0,0.0,5.0,1.25,119790.0,2440.0,2526.0,610.0,619.72,-12.0,8.779999999999973,False,8.779999999999973,0.9666666666666667,29.0,9.082758620689626,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
C001,900101,2025-10-31,80,6.4,0.0,0.0,0.0,9.0,0.72,89120.0,1931.0,1949.0,154.48,153.12,62.0,7.759999999999991,False,7.759999999999991,0.5733333333333334,17.2,13.534883720930216,2025-10-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C012,900101,2025-10-31,24,1.92,0.0,0.0,0.0,3.0,0.24,33680.0,455.0,460.0,36.4,35.28,19.0,3.039999999999999,False,3.039999999999999,0.12266666666666667,3.68,24.782608695652165,2025-10-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C002,120103,2025-10-31,97,19.4,0.0,0.0,0.0,3.0,0.6,30680.0,1967.0,1953.0,364.2,384.8,111.0,-1.2000000000000455,True,0.0,1.353333333333333,40.599999999999994,0.0,2025-10-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C015,130101,2025-10-31,29,4.35,0.0,0.0,0.0,3.0,0.45,16650.0,609.0,624.0,87.9,92.076,14.0,0.1740000000000066,False,0.1740000000000066,0.3,9.0,0.580000000000022,2025-10-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-10
C006,110112,2025-10-31,125,12.5,0.0,0.0,0.0,12.0,1.2,74020.0,3172.0,3183.0,317.2,317.404,114.0,12.295999999999992,False,12.295999999999992,1.12,33.6,10.97857142857142,2025-10-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-10
C014,120103,2025-10-31,87,17.4,0.0,0.0,0.0,10.0,2.0,102210.0,1828.0,1861.0,366.94,360.704,54.0,23.635999999999967,False,23.635999999999967,1.3533333333333333,40.6,17.465024630541848,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-10
C017,190102,2025-10-31,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.5,1.0,0.5,False,0.5,0.016666666666666666,0.5,30.0,2025-10-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-10
C014,900102,2025-10-31,76,6.08,0.0,0.0,0.0,6.0,0.48,59700.0,1348.0,1359.0,104.08,106.57900000000001,65.0,3.580999999999989,False,3.580999999999989,0.384,11.52,9.325520833333304,2025-10-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-10
C013,110101,2025-10-31,19,2.85,0.0,0.0,0.0,3.0,0.45,48470.0,280.0,293.0,40.35,42.3,6.0,0.9000000000000057,False,0.9000000000000057,0.18999999999999997,5.699999999999999,4.736842105263189,2025-10-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-10
